ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
347,-0.02,3.57,-2.96,0.17,-47.95,-0.02,-0.72,2.2,-2.57,0.18,0.0,0.07,0.09,0.04,0.28,0.05,-0.01,0.18,-0.01,45.38,0.04,-0.92,-7.38,3.09,1.59,-0.07,0.62,0.62,0.0,2.38,30.61,-2.56,0.0,0.02,0.08,-0.08,0.11,0.34,0.15,0.17,3.56,-6.41,-6.38,-3601.0,0.01,-0.01,11.54,6.65,0.62,5.49,-1.41,0.44,-4.75,-0.03,-0.02,-0.01,-2.59,-0.01,-1.31,-0.06,-0.2,0.0,0.0,0.0,0.0,-4228.2,-716296.7,31990.52,61906.32,10868.58,27097.33,2.32,1.15,2.97,3.55,-40.77,19.33,4.43,2.66,1.13,15.2,65.0,3
350,-0.14,0.15,0.13,2.6,-0.41,-0.14,5.7,0.52,0.85,-0.14,-1.71,-0.26,-0.22,-0.9,6.73,-0.98,-0.27,-0.15,-0.27,1.26,-0.9,56.94,0.17,3.74,0.25,-0.17,8.12,4.51,0.52,0.52,2.24,0.91,1.0,0.61,-0.28,-2.12,1.79,-0.14,-0.27,1.44,0.08,1.08,1.16,721.0,-0.17,0.08,7.83,5.31,6.29,0.66,0.1,-0.79,0.04,0.18,0.34,1.2,2.7,2.17,14.34,0.83,-1.23,0.0,0.0,0.0,0.0,1000.88,-6017.49,-5958.24,-5842.15,848.28,1079.54,2.26,2.94,1.17,1.17,-8.45,-8.94,0.94,1.47,1.37,-3.69,0.18,3
351,-0.08,0.84,-0.36,0.5,-0.21,-0.09,0.19,0.45,0.16,-0.08,-0.12,-0.1,-0.13,-0.05,1.19,-0.09,-0.19,-0.08,-0.17,0.37,-0.04,8.07,-0.55,3.75,1.85,-0.47,0.81,0.69,0.45,0.5,2.02,0.29,1.0,0.16,-0.17,-0.75,0.36,-0.03,-0.07,0.42,0.71,0.25,0.45,-2023.0,-0.47,0.77,4.44,3.18,0.63,0.7,-0.84,-1.33,0.75,0.06,0.13,0.07,0.46,0.08,6.47,0.16,-0.76,0.0,0.0,0.0,0.0,2564.36,-4819.15,-12795.49,-5477.01,416.81,646.77,0.54,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.01,0.58,1.24,1.05,0.79,1.73,-1.77,1.15,3
362,0.02,1.37,-0.43,0.56,-0.7,0.02,-0.27,0.23,-0.37,0.09,0.02,0.14,1.03,0.02,0.73,0.06,0.07,0.09,0.07,0.33,0.02,-1.22,-0.98,3.95,5.78,-0.23,0.15,0.11,0.0,0.24,1.45,0.01,0.0,0.19,0.37,1.15,0.55,0.1,0.44,0.41,0.99,-0.83,0.02,-3844.87,-0.04,-1.03,17.21,0.65,0.24,0.53,-2.17,0.61,0.68,0.03,0.11,0.02,0.07,0.03,3.51,0.05,0.3,0.0,0.0,0.0,0.0,-159.66,3752.79,568.11,682.13,58.34,131.75,0.78,0.53,1.07,1.0,0.76,8.01,1.03,1.42,0.92,0.12,0.92,3
365,0.03,0.47,-0.18,0.52,0.04,0.03,1.11,0.36,0.53,0.04,0.08,0.09,0.1,0.07,2.11,0.08,0.09,0.04,0.08,0.48,0.06,-5.85,-0.23,3.66,1.3,0.07,1.03,0.84,0.36,0.44,1.31,0.61,1.0,0.14,0.1,0.35,0.3,0.1,0.28,0.43,0.39,0.66,0.77,-843.0,0.06,0.17,4.2,5.83,0.94,0.46,-0.67,2.7,0.0,0.01,0.03,0.02,0.13,0.03,0.54,0.05,0.3,0.0,0.0,0.0,0.0,799.9,13580.67,4182.02,11259.85,420.49,527.04,1.06,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.71,1.22,5.43,0.75,0.48,3.28,1.28,-13.68,3
386,-0.12,0.71,0.34,1.6,-0.77,-0.08,0.4,1.72,0.29,-0.06,-0.15,-0.03,-0.04,-0.06,1.4,-0.1,-0.05,-0.07,-0.07,1.06,-0.12,2.89,4.17,2.6,0.41,-0.24,3.26,2.62,0.0,1.8,3.02,0.43,0.0,0.06,-0.04,-0.24,0.74,-0.03,-0.02,1.29,0.57,3.48,5.17,137.74,-0.42,0.49,3.48,4.46,3.01,20.84,-0.08,1.87,-0.6,-0.06,-0.04,-0.09,-0.46,-0.11,-4.98,-0.07,0.95,0.0,0.0,0.0,0.0,5940.98,-20532.49,-57643.58,-25027.5,1706.8,20650.53,0.77,0.9,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,3
390,-0.55,0.31,0.65,7.72,-0.54,-0.55,2.24,0.15,0.69,-0.55,-5.73,-3.56,-0.78,-1.7,3.24,-1.77,-3.74,-0.55,-3.74,1.23,-1.7,120.1,2.49,3.6,-2.64,-0.79,7.36,2.29,0.33,0.16,3.45,0.9,2.23,7.29,-3.72,-91.71,7.65,-0.52,-3.54,2.4,0.1,2.67,3.49,2579.0,-0.8,0.31,24.54,4.18,1.53,0.57,0.93,-3.05,0.14,0.18,1.23,0.58,0.85,1.88,0.45,0.24,-0.33,0.0,0.0,-0.02,0.0,13522.54,-16978.12,-17922.46,-17077.59,9346.19,36104.66,1.1,0.42,1.16,1.0,0.02,-0.06,1.35,0.48,3.4,-0.6,0.54,3
392,0.03,0.49,-0.04,0.83,0.14,0.04,1.05,0.69,0.51,0.04,0.16,0.12,0.02,0.17,2.05,0.03,0.06,0.02,0.05,0.37,0.15,2.76,-0.06,2.96,0.68,0.03,2.58,1.39,0.09,0.7,0.51,0.74,0.14,0.2,0.02,0.33,0.44,0.06,0.08,0.45,0.26,0.66,0.94,-40.0,0.07,0.44,6.56,11.13,2.61,0.88,-0.24,6.97,7.65,0.01,0.01,0.01,0.02,0.02,-0.05,0.02,0.3,0.0,0.0,0.0,0.0,885593.79,10596076.1,8220435.84,27094383.13,453166.25,580539.25,0.0,0.0,0.7,0.3,0.85,3.26,0.69,0.94,1.22,0.57,0.93,3
393,-0.01,0.2,0.37,3.11,0.02,0.0,3.92,0.34,0.8,0.0,0.02,0.1,0.01,0.16,4.92,0.01,0.01,0.0,-0.01,0.78,0.12,-1.78,0.79,3.24,0.48,0.0,2.06,1.75,0.34,0.36,4.73,0.83,1.0,0.23,0.01,-0.01,0.81,0.03,0.1,2.65,0.17,1.73,1.79,639.0,-0.01,0.04,0.86,3.42,1.97,0.74,-0.1,-0.15,0.9,0.03,0.1,0.17,1.14,0.2,3.94,0.06,11.53,0.0,0.0,0.0,0.0,232.26,59856.89,5572.88,63007.25,185.05,401.52,0.34,0.4,0.36,0.25,1.4,118.18,0.33,0.24,0.69,0.13,-0.4,3
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,2.16,1.28,3.71,0.04,2.77,0.25,-5.47,4.02,3
425,-0.09,0.54,0.13,1.54,-0.1,-0.09,0.83,0.1,0.45,-0.08,-0.38,2.44,-0.49,0.43,1.84,-0.16,-0.99,-0.08,-0.99,0.55,0.43,8.86,0.21,2.83,3.35,-0.19,0.75,0.34,0.09,0.1,0.9,0.75,0.99,1.04,-0.89,-0.85,1.09,0.24,2.55,0.69,0.25,0.73,1.21,89.0,-0.21,0.66,0.86,8.0,0.39,0.15,-0.17,-0.97,3.38,0.1,1.02,0.18,0.32,0.39,-14.07,0.26,-1.14,0.0,0.0,0.0,0.0,65062.89,-314328.22,121855.21,-349259.72,29573.87,47631.65,0.28,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.76,0.81,0.39,0.81,1.02,1.26,0.91,-2.49,3
1,0.04,0.49,0.02,1.06,0.46,0.08,1.06,0.99,0.52,0.06,0.3,0.14,0.05,0.27,2.04,0.11,0.08,0.05,0.04,0.06,0.18,2.42,0.02,7.35,0.48,0.1,3.85,2.13,0.0,1.1,0.65,0.74,0.0,0.08,0.05,0.27,0.53,0.1,0.11,0.59,0.27,0.73,1.04,380481.05,0.07,0.42,6.76,8.26,3.64,1.39,-0.13,0.7,0.93,0.06,0.06,0.11,0.25,0.2,-0.98,0.19,1.06,0.0,0.05,0.03,0.02,574.95,3644.67,2874.43,5715.47,298.4,419.08,0.76,0.84,0.93,0.85,-0.7,-2.24,0.73,0.7,0.99,2.4,-0.92,4
4,0.01,0.88,-0.24,0.6,0.07,0.05,0.14,3.04,0.12,0.03,0.09,0.04,0.01,0.14,1.14,0.03,0.02,0.03,0.0,0.05,0.08,1.44,-0.38,6.33,0.28,0.24,4.95,3.46,0.0,3.06,0.76,0.39,0.0,0.03,0.01,0.05,0.33,0.1,0.03,0.42,0.61,0.2,0.62,-518210.95,0.07,2.13,17.98,16.79,4.97,4.82,-0.14,0.12,0.96,0.07,0.02,0.08,0.26,0.11,-19.7,0.19,2.3,0.0,0.05,0.0,0.0,1987.1,4535.88,2570.68,8252.52,247.06,391.68,1.01,1.01,1.29,1.35,1.47,5.96,1.42,1.12,0.66,0.43,0.67,4
11,0.11,0.63,0.05,1.24,0.03,0.15,0.65,1.75,0.41,0.15,0.7,0.11,0.09,0.3,1.6,0.23,0.09,0.15,0.06,0.37,0.23,16.08,0.07,6.17,0.31,0.36,7.33,2.57,0.0,1.75,0.28,0.81,0.0,0.45,0.08,0.71,0.52,0.18,0.1,0.43,0.22,0.56,1.12,78076.31,0.27,1.0,11.16,112.45,7.98,2.41,-0.07,3.8,1.17,0.03,0.02,0.05,0.07,0.13,1.98,0.11,0.2,0.0,0.03,0.13,0.0,12750.31,33555.4,28929.8,35771.43,5187.92,7128.94,1.3,1.29,1.07,1.02,1.33,4.88,1.15,0.97,0.98,2.38,-1.2,4
14,0.07,0.49,0.47,2.72,0.15,0.12,1.05,1.89,0.51,0.11,0.45,0.07,0.06,0.25,2.05,0.21,0.07,0.1,0.04,0.36,0.14,6.61,1.81,6.1,0.23,0.2,6.59,3.67,0.57,1.9,1.23,0.73,0.3,0.24,0.06,0.14,0.98,0.11,0.06,1.52,0.27,1.97,2.81,583184.0,0.13,0.42,3.97,9.4,6.94,7.28,0.0,3.76,0.04,0.02,0.01,0.04,0.08,0.07,0.98,0.02,0.17,0.01,0.17,0.39,0.0,1421.54,5909.34,6916.99,6964.68,727.81,2805.16,1.03,1.01,1.07,1.09,1.5,5.02,1.09,0.93,0.95,0.66,3.11,4
16,-0.02,0.7,0.05,1.13,-0.02,-0.01,0.42,0.73,0.3,0.02,-0.03,0.12,0.02,0.13,1.42,0.02,-0.01,0.01,-0.02,0.31,0.12,-0.45,0.1,6.44,0.8,0.05,1.81,1.03,1.08,0.74,0.85,0.6,1.48,0.57,0.02,-0.09,0.64,0.11,0.16,0.65,0.4,0.55,1.1,150027.0,-0.06,1.01,3.64,28.98,1.81,1.34,-0.22,-0.13,0.71,0.14,0.19,0.2,0.47,0.35,-21.06,0.31,9.92,-0.03,1.09,-54.16,0.0,4642.57,-126980.33,12067.02,96684.09,1375.84,2534.47,0.84,0.92,1.12,1.32,0.17,-0.91,1.12,1.79,1.36,1.33,-0.26,4
107,0.11,0.52,0.26,1.81,0.05,0.13,0.92,2.38,0.48,0.14,0.4,0.08,0.06,0.39,1.91,0.26,0.05,0.14,0.05,0.43,0.35,-16.55,0.64,4.66,0.12,0.28,6.98,4.31,0.0,2.39,2.31,0.68,0.0,0.73,0.06,0.88,1.43,0.21,0.09,1.12,0.32,1.16,1.64,12117.39,0.23,0.41,19.12,10.59,7.37,5.75,0.06,-4.29,-2.83,-0.03,-0.01,-0.05,-0.13,-0.08,1.3,-0.04,-0.19,0.0,0.03,0.01,0.0,1284.75,4761.48,2956.04,4513.23,617.46,1491.45,0.97,0.96,0.97,0.99,1.15,5.1,1.14,0.97,0.71,-0.11,-0.11,4
151,0.05,0.41,0.18,1.7,-0.06,0.07,1.44,0.74,0.59,0.06,0.29,0.22,0.09,0.4,2.44,0.16,0.1,0.06,0.06,0.65,0.33,8.4,0.31,4.87,0.53,0.11,2.75,1.69,0.0,0.76,0.85,0.75,0.0,0.1,0.09,0.16,0.53,0.15,0.21,1.05,0.25,1.03,1.31,12960.57,0.08,0.27,2.5,6.82,2.92,1.29,-0.2,0.46,0.9,0.1,0.14,0.24,0.63,0.39,10.19,0.23,1.55,0.0,0.0,0.0,0.0,1043.6,8521.55,4001.28,9592.39,616.51,1078.42,0.73,0.78,1.08,1.14,0.5,3.92,1.23,0.9,1.43,1.65,-0.59,4
159,0.08,0.75,0.04,1.09,0.08,0.1,0.34,2.91,0.25,0.11,0.19,0.04,0.04,0.15,1.34,0.14,0.03,0.11,0.03,0.17,0.13,-10.76,0.09,4.26,0.26,0.41,5.57,3.76,2.91,2.91,1.3,0.5,1.0,0.01,0.04,0.34,0.62,0.12,0.04,0.73,0.5,0.56,1.09,773.0,0.31,0.95,12.5,9.38,5.78,6.4,-0.07,-3.32,-0.76,-0.02,-0.01,-0.03,-0.1,-0.05,5.88,-0.04,-0.23,0.0,0.02,0.0,0.01,5688.05,15218.1,11781.49,13805.29,1449.74,3193.73,1.31,1.29,1.32,1.3,2.43,15.33,1.56,1.17,1.15,-0.57,-8.48,4
162,0.21,0.59,0.19,1.35,0.15,0.27,0.69,3.5,0.41,0.28,0.49,0.09,0.09,0.52,1.69,0.46,0.08,0.27,0.06,0.26,0.43,-32.23,0.73,4.16,0.16,0.67,5.97,5.48,3.5,3.51,3.25,0.46,1.0,0.05,0.08,0.37,0.29,0.31,0.09,1.24,0.54,1.54,1.73,2787.0,0.52,0.12,6.05,27.08,6.45,13.18,-0.12,-3.48,-0.66,-0.06,-0.02,-0.1,-1.26,-0.11,-2.53,-0.08,-0.22,0.0,0.0,0.0,0.01,5053.21,7741.23,6713.8,7537.73,2068.41,7797.52,1.36,1.29,1.37,1.54,3.72,26.15,1.66,1.14,1.3,-1.13,4.24,4
177,0.09,0.63,0.25,1.47,0.02,0.12,0.59,4.78,0.37,0.13,0.22,0.03,0.03,0.24,1.59,0.2,0.02,0.13,0.02,0.35,0.19,-10.97,1.23,3.97,0.08,0.35,8.69,7.45,4.78,4.82,7.13,0.46,1.0,0.5,0.03,0.58,1.18,0.16,0.03,1.26,0.54,1.79,2.23,2353.0,0.24,0.24,31.02,12.92,8.85,23.15,0.02,0.72,0.26,0.12,0.03,0.2,1.38,0.23,0.61,0.16,0.96,0.0,0.0,0.0,0.0,1940.77,6129.32,4449.48,5571.0,718.39,3477.97,1.06,1.04,1.17,1.23,4.99,32.9,0.66,1.06,0.98,-5.08,-3.31,4
261,0.02,0.34,0.31,2.29,0.02,0.02,1.93,0.56,0.66,0.04,0.1,0.14,0.06,0.22,2.93,0.1,0.04,0.03,0.03,0.64,0.2,-2.62,0.68,4.35,0.55,0.05,2.27,1.59,0.56,0.57,3.73,0.76,1.0,0.76,0.06,0.1,1.61,0.09,0.15,1.6,0.24,1.45,1.68,6827.0,0.02,0.16,3.42,2.78,2.35,1.24,0.29,0.15,0.49,0.11,0.19,0.31,1.04,0.45,6.83,0.2,3.18,0.0,0.01,0.0,0.02,387.03,10498.85,2978.14,7586.22,255.14,562.7,1.02,1.05,0.99,1.0,0.84,3.6,1.13,0.84,0.83,2.09,9.49,4
283,-0.27,0.35,-0.16,0.33,-1.47,-0.13,1.83,0.8,0.64,-0.17,-0.57,-0.14,-0.17,-0.33,2.85,-0.49,-0.16,-0.17,-0.33,2.12,-0.71,-4.15,-0.17,4.03,0.43,-0.27,4.25,2.81,0.8,0.82,0.23,0.76,1.0,0.02,-0.22,-5.36,0.12,-0.19,-0.24,0.22,0.23,0.7,0.83,-1676.0,-0.41,0.19,16.13,35.94,3.46,0.87,-0.22,-4.48,0.28,0.06,0.07,0.17,0.5,0.26,-7.52,0.77,-0.34,0.0,0.0,0.0,0.0,145.56,-713.22,-493.97,-541.31,93.73,101.55,0.51,0.49,0.88,0.54,0.44,2.03,0.55,0.6,0.2,0.13,0.08,4
334,0.1,0.48,0.37,1.82,0.1,0.12,1.17,1.28,0.56,0.14,0.28,0.11,0.11,0.29,2.09,0.27,0.1,0.13,0.08,0.47,0.24,-10.74,1.98,3.46,0.29,0.23,2.71,2.53,1.28,1.34,12.32,0.59,1.0,0.25,0.1,0.23,0.88,0.15,0.12,1.7,0.45,3.03,3.2,1066.0,0.18,0.06,3.04,4.52,2.86,6.89,-0.04,1.97,0.34,0.05,0.04,0.1,1.56,0.11,0.52,0.06,0.38,0.0,0.0,0.0,0.08,1097.0,5004.61,4190.87,4736.38,616.99,3326.21,0.94,0.93,1.13,1.18,1.59,366.33,1.03,1.04,1.38,-1.24,14.49,4
343,0.06,0.93,0.13,2.22,-0.57,0.06,0.08,0.48,0.07,0.08,0.56,0.3,0.17,0.16,1.08,0.08,0.12,0.08,0.12,0.65,0.16,-4.12,0.17,3.75,1.64,1.09,4.39,0.5,0.82,0.54,0.23,0.89,1.7,1.48,0.16,1.38,1.82,0.17,0.34,0.25,0.11,0.09,1.17,735.0,0.82,11.5,11.28,13.31,4.56,0.63,0.22,1.19,1.76,0.05,0.1,0.05,0.06,0.47,0.64,0.21,0.63,0.0,0.0,0.0,0.0,13340.77,16087.42,5771.23,12217.14,952.4,1245.04,0.91,0.97,1.04,1.62,0.74,1.61,1.19,1.36,1.03,0.89,4.49,4
344,-0.01,0.55,0.37,4.97,-0.49,0.0,0.83,0.02,0.45,-0.02,-0.03,-0.14,-0.62,-0.01,1.83,-0.17,-0.14,-0.09,-0.39,0.94,-0.01,-5.69,0.67,4.88,24.29,-0.21,1.47,0.25,0.0,0.04,0.25,0.91,-0.13,0.58,-4.6,-0.02,1.23,-0.09,-4.6,0.84,0.09,0.84,1.67,27866.0,-0.02,1.0,0.06,0.34,0.22,0.04,0.49,-0.3,0.0,0.03,1.31,0.05,0.06,0.29,0.66,0.06,-0.29,0.0,0.0,0.0,0.0,346.06,-54853.64,-1658.03,-1657.52,157.29,289.76,1.24,0.81,0.99,1.48,0.78,0.39,1.33,1.41,0.32,0.17,34.59,4
348,0.01,0.91,-0.13,0.83,-0.18,0.01,0.1,0.36,0.09,0.02,0.01,0.04,-0.03,0.02,1.1,-0.02,0.02,-0.02,0.02,0.27,0.02,1.63,-0.38,3.7,2.36,-0.18,0.75,0.64,0.0,0.57,3.19,0.22,0.0,0.09,-0.05,0.03,0.52,-0.01,-0.02,0.71,0.78,0.25,0.62,-671.01,0.07,1.44,1.48,1.08,0.46,1.04,-0.68,0.11,0.13,0.06,0.16,0.06,0.46,0.07,1.14,0.09,-3.58,0.0,0.0,0.0,0.0,2425.35,33398.25,-25218.93,-13167.78,215.04,616.54,0.86,1.33,1.27,1.34,-2.85,-4.68,47.61,0.81,7.38,2.18,-5.5,4
374,-0.02,0.13,0.87,7.71,-0.06,-0.02,6.7,0.1,0.87,-0.02,-0.19,-0.24,-0.16,-0.19,7.7,-0.15,-0.24,-0.02,-0.24,0.93,-0.19,3.23,157.69,4.05,1.27,-0.02,0.95,0.94,0.1,0.1,14.78,0.87,1.0,0.05,-0.19,-0.03,0.09,-0.02,-0.18,7.66,0.13,158.54,158.68,9777.0,-0.03,0.0,0.1,20.33,0.79,18.69,-0.92,0.03,0.0,-0.83,-8.06,-6.37,-1038.41,-6.41,-180.45,-0.83,43.49,0.0,0.0,0.0,0.0,203.0,-7123.3,-9547.26,-9286.44,176.64,32183.52,37.39,12.38,4.86,5.63,2.78,6.42,5.64,19.0,17.57,5.3,-1.21,4
381,0.07,0.21,0.15,1.9,-0.19,0.08,3.84,0.14,0.79,0.08,0.47,0.74,0.9,0.52,4.83,0.38,0.54,0.08,0.47,0.99,0.47,-2337.28,0.22,3.73,1.33,0.1,0.52,0.42,0.14,0.17,6.78,0.84,1.0,0.1,0.54,1.86,1.68,0.11,0.74,1.52,0.17,1.16,1.22,804.0,0.09,0.05,3.92,0.55,0.87,0.21,1.93,-1.78,-0.74,-0.04,-0.27,-0.19,-0.94,-0.23,-73.53,-0.12,-0.49,0.0,0.0,0.0,0.0,420.99,4280.21,3130.43,4278.48,334.5,488.6,0.8,0.46,0.3,0.67,1.63,10.01,0.41,1.82,1.54,-1.55,0.1,4
394,-0.28,0.45,0.37,2.16,-0.29,-0.31,1.23,1.05,0.55,-0.28,-0.98,-0.24,-0.2,-0.56,2.23,-0.63,-0.3,-0.28,-0.27,0.84,-0.49,9.06,1.19,2.6,0.1,-0.51,4.42,3.14,1.05,1.13,4.08,0.68,1.0,1.22,-0.27,-1.73,1.66,-0.22,-0.21,1.54,0.32,1.77,2.19,149.0,-0.51,0.23,6.51,7.55,3.3,3.38,0.15,-0.56,0.12,0.5,0.47,1.11,3.83,1.56,2.01,0.72,-1.76,0.0,0.0,0.0,0.0,15391.63,-27077.58,-38276.74,-30062.04,8491.1,27253.04,0.79,0.98,1.19,1.98,0.68,3.49,0.66,2.9,1.95,-14.78,-0.04,4
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.21,-0.33,0.13,0.7,1.0,1.28,0.84,88.11,5
372,0.02,0.39,0.37,2.31,0.02,0.02,1.59,0.14,0.61,0.03,0.07,0.13,0.2,0.05,2.59,0.06,0.13,0.02,0.13,0.6,0.05,-3.1,1.07,3.96,2.4,0.04,0.43,0.32,0.0,0.15,2.95,0.72,0.0,0.21,0.16,0.05,1.08,0.02,0.16,1.69,0.28,1.77,2.07,3374.08,0.03,0.17,0.41,0.58,0.51,0.41,0.17,-0.27,0.0,-0.07,-0.47,-0.18,-0.66,-0.24,-2.34,-0.1,-2.92,0.0,0.0,0.0,0.0,4441.89,143877.42,116704.71,117689.37,2729.45,7876.12,2.24,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
34,0.04,0.74,0.15,1.22,0.07,0.05,0.36,1.79,0.27,0.06,0.08,0.04,0.03,0.09,1.35,0.08,0.03,0.06,0.02,0.19,0.08,-5.25,0.84,5.5,0.25,0.21,2.57,2.35,0.0,1.8,12.74,0.33,0.0,0.44,0.03,1.89,1.19,0.08,0.04,1.11,0.68,1.53,1.89,46952.16,0.15,0.24,83.52,3.57,2.64,10.25,0.07,0.2,0.09,0.2,0.11,0.27,3.19,0.3,1.73,0.24,3.54,0.0,0.05,0.01,0.0,1089.54,5626.38,3864.0,5119.26,290.52,1662.1,0.95,0.94,1.13,1.14,1.98,10.55,1.0,1.01,1.08,1.95,1.87,6
51,0.04,0.76,0.12,1.18,0.04,0.05,0.31,1.29,0.24,0.06,0.08,0.06,0.05,0.1,1.32,0.08,0.04,0.06,0.03,0.2,0.09,-9.96,0.55,5.44,0.29,0.25,1.86,1.62,0.0,1.29,7.36,0.34,0.0,0.66,0.05,0.82,1.1,0.08,0.06,1.03,0.66,1.09,1.55,33396.66,0.19,0.41,23.44,4.46,1.95,5.88,0.05,0.17,0.08,0.26,0.2,0.34,2.62,0.39,1.37,0.33,4.41,0.0,0.02,0.0,0.07,1209.84,5316.59,3625.69,4924.88,289.5,1323.98,0.85,0.84,0.82,0.77,1.46,7.64,1.29,0.49,0.74,1.86,1.2,6
52,0.01,0.94,0.04,1.05,-0.35,0.01,0.06,1.37,0.06,0.04,0.01,0.02,0.03,0.03,1.06,0.04,0.01,0.03,0.01,0.41,0.03,-1.25,0.29,5.41,0.55,0.58,1.63,1.43,2.63,1.38,7.23,0.17,1.93,0.24,0.02,0.38,1.02,0.05,0.04,0.92,0.83,0.43,1.29,10064.0,0.14,2.0,63.75,2.11,1.66,10.07,0.01,-0.48,-1.0,-0.02,-0.01,-0.02,-0.14,-0.02,0.19,-0.02,-0.49,0.0,0.02,0.0,0.0,1830.34,8905.21,2108.34,3149.33,106.92,787.88,1.06,1.02,0.94,0.91,3.33,-0.88,1.33,1.01,0.91,-0.16,-0.75,6
84,0.09,0.58,0.54,2.7,0.21,0.12,0.76,0.44,0.44,0.13,0.37,0.27,0.39,0.21,1.72,0.22,0.27,0.13,0.2,0.23,0.16,-12.17,3.64,5.59,0.98,0.28,1.05,0.57,0.0,0.46,0.75,0.71,0.0,0.51,0.28,0.14,0.62,0.13,0.29,1.48,0.32,2.98,4.75,210179.06,0.2,0.59,0.67,12.58,1.39,2.98,-0.35,-1.05,-0.02,-0.09,-0.19,-0.15,-0.32,-0.27,-1.56,-0.1,-0.68,0.0,0.01,0.01,0.11,708.46,2660.0,2453.92,2490.14,313.63,2110.34,1.3,1.26,1.07,1.15,1.6,2.26,1.06,1.12,0.82,1.84,-2.28,6
